Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
2609,10-000166,17.798,-46.45,21.28,0.97,379,427,33
2617,10-000174,19.275,-47.938,20.3,0.97,244,292,32
2665,10-000222,17.27,-47.937,16.95,0.87,244,475,27
2711,10-000268,19.867,-49.574,14.75,0.73,95,239,23
2736,10-000293,16.944,-45.614,13.77,0.81,455,504,22
2749,10-000306,18.186,-49.238,13.31,0.76,126,391,21
2800,10-000357,20.001,-45.951,11.79,1.0,424,227,19
2822,10-000379,20.559,-47.661,11.2,0.08,269,176,18
2863,10-000420,19.23,-46.399,10.19,0.96,383,297,16
2905,10-000462,19.513,-47.145,9.5,0.87,316,271,15
2912,10-000469,20.323,-47.586,9.35,0.88,276,197,15
2934,10-000491,20.847,-46.16,9.02,0.01,405,150,14
2940,10-000497,22.453,-45.344,8.92,0.76,479,4,14
2942,10-000499,18.858,-46.447,8.89,0.89,379,330,14
