Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
733,05-000014,32.138,16.11,83.24,1.51,441,146,129
741,05-000022,33.564,12.751,72.02,1.5,136,16,111
756,05-000037,31.835,15.036,59.47,0.6,343,173,92
797,05-000087,31.625,13.737,42.15,0.77,225,193,65
799,05-000089,32.476,13.978,41.79,1.32,247,115,65
819,05-000112,32.335,14.892,37.81,1.07,330,128,59
871,05-000170,32.855,14.72,30.65,0.69,315,81,48
941,05-000256,31.13,15.948,24.96,0.96,426,238,39
1017,05-000346,32.012,13.288,20.97,0.34,185,157,33
1078,05-000418,30.362,12.446,18.22,0.27,108,307,29
1109,05-000453,32.873,13.798,17.13,0.43,231,79,27
1133,05-000480,32.686,12.771,16.28,0.52,138,96,26
1145,05-000495,30.077,15.224,15.55,0.15,361,333,24
1146,05-000497,31.64,14.846,15.51,0.54,326,191,24
1193,05-000552,33.194,15.803,14.2,0.45,413,50,22
1227,05-000590,33.42,14.956,13.36,0.22,336,29,21
1286,05-000667,30.213,14.432,12.04,0.33,289,321,19
1346,05-000742,32.245,11.948,11.16,0.42,63,136,18
1361,05-000764,31.168,16.258,10.84,0.22,454,234,17
1370,05-000775,30.835,12.338,10.76,0.39,98,264,17
1494,05-000924,30.274,16.249,9.31,0.05,454,315,15
1496,05-000926,30.026,14.806,9.3,0.1,323,338,15
1585,05-001039,33.271,11.982,8.21,0.38,66,43,13
4226,12-000022,29.434,15.129,96.09,0.59,352,392,148
4705,12-000501,28.354,15.353,24.38,0.55,372,490,38
4712,12-000508,28.252,15.656,24.2,0.47,400,499,38
4852,12-000648,29.454,16.231,20.02,2.08,452,390,31
4920,12-000716,28.553,15.689,18.75,0.37,403,472,29
5021,12-000817,28.959,13.164,16.77,0.84,173,435,26
5043,12-000839,29.412,11.528,16.38,0.68,25,394,26
5145,12-000941,29.87,15.041,14.78,0.08,344,352,23
5230,12-001026,29.533,14.044,13.58,0.59,253,383,21
5373,12-001169,28.139,13.908,11.91,0.46,241,509,19
5785,12-001581,28.192,12.289,8.88,0.11,94,504,14
