Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
9737,17-000032,-28.89,-101.429,22.26,0.62,494,69,35
9743,17-000038,-28.648,-103.335,20.8,0.38,321,47,32
9748,17-000043,-29.11,-102.584,20.14,0.38,389,89,31
9755,17-000050,-28.966,-103.741,19.17,1.32,284,76,30
9797,17-000092,-29.482,-103.655,14.75,0.75,292,123,23
9813,17-000108,-28.76,-105.882,12.06,0.29,90,57,19
9824,17-000119,-28.792,-104.252,11.43,0.31,238,60,18
9890,17-000185,-28.155,-103.077,8.22,0.29,345,2,13
9891,17-000186,-29.024,-102.005,8.14,0.26,442,81,13
19264,25-000085,-31.949,-106.053,54.17,0.61,74,347,84
19271,25-000096,-30.06,-101.46,51.33,1.51,491,175,79
19272,25-000097,-32.821,-105.801,51.01,0.65,97,426,79
19274,25-000101,-30.729,-102.876,50.67,1.17,363,236,78
19278,25-000105,-32.611,-105.348,49.47,0.0,138,407,77
19279,25-000108,-33.178,-103.65,48.93,0.46,292,459,76
19337,25-000200,-32.348,-104.864,37.24,0.45,182,383,58
19339,25-000203,-31.791,-102.796,37.09,0.53,370,333,58
19354,25-000233,-33.511,-102.931,34.55,0.28,358,489,54
19385,25-000309,-32.277,-104.388,29.26,0.87,225,377,46
19438,25-000429,-32.151,-102.393,22.73,0.27,407,365,35
19456,25-000471,-33.52,-105.946,21.73,1.63,84,490,34
19497,25-000573,-33.02,-106.459,18.72,1.18,37,444,29
19517,25-000613,-30.886,-105.57,17.54,0.81,118,250,27
19521,25-000623,-33.517,-103.764,17.43,0.22,282,489,27
19530,25-000647,-32.652,-104.233,16.93,1.17,240,411,27
19535,25-000666,-32.262,-101.514,16.51,0.39,487,375,26
19602,25-000809,-30.394,-106.652,14.44,0.33,20,206,23
19665,25-000969,-32.689,-102.07,12.55,0.7,436,414,20
19668,25-000980,-32.42,-104.488,12.4,1.07,216,390,20
19702,25-001046,-31.465,-106.224,11.67,0.23,59,303,18
19727,25-001107,-31.342,-104.505,10.88,0.69,215,292,17
19728,25-001109,-30.744,-106.872,10.86,0.0,0,237,17
19755,25-001163,-32.581,-101.591,10.27,0.74,480,404,16
19796,25-001245,-30.276,-103.558,9.65,0.61,301,195,15
19841,25-001336,-33.595,-104.32,8.97,0.7,232,496,14
19916,25-001482,-33.226,-101.725,8.04,0.17,467,463,13
