Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
1869,07-000001,30.941,172.527,117.95,0.49,343,255,182
1873,07-000015,33.111,172.803,51.24,0.19,368,58,79
1911,07-000087,32.284,169.183,21.27,1.21,39,133,33
1930,07-000128,32.097,169.787,16.47,0.0,94,150,26
1935,07-000137,31.748,172.961,15.7,0.45,382,181,25
1938,07-000144,30.759,170.206,15.02,0.29,132,271,24
1976,07-000213,31.595,173.785,10.97,0.08,457,195,17
2015,07-000279,30.494,173.718,8.72,0.16,451,295,14
7968,15-000153,29.238,171.625,14.4,1.0,261,409,23
8014,15-000199,28.744,172.483,11.9,0.33,339,454,19
8051,15-000236,28.351,170.013,10.37,0.38,114,490,16
8117,15-000302,29.29,171.99,8.54,0.37,294,405,14
