Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
2493,10-000050,8.646,-60.289,41.84,0.11,144,236,65
2502,10-000059,9.766,-60.371,39.4,0.08,136,134,61
2511,10-000068,6.944,-59.082,36.96,1.66,253,391,57
2518,10-000075,6.523,-59.372,34.41,1.46,227,429,53
2519,10-000076,8.395,-56.926,34.38,0.68,449,259,53
2530,10-000087,8.284,-57.445,31.26,1.67,402,269,49
2542,10-000099,7.142,-59.255,30.02,0.07,238,373,47
2547,10-000104,9.428,-57.979,28.83,0.04,353,165,45
2602,10-000159,6.492,-61.063,21.68,1.35,73,432,34
2616,10-000173,9.76,-57.74,20.48,0.0,375,135,32
2634,10-000191,8.035,-56.366,18.99,1.41,500,292,30
2657,10-000214,10.41,-56.853,17.7,1.41,456,76,28
2705,10-000262,8.916,-56.326,14.88,0.67,504,212,23
2825,10-000382,8.859,-61.056,11.18,0.67,74,217,18
2847,10-000404,6.116,-59.321,10.51,0.2,232,466,17
2854,10-000411,6.454,-56.353,10.37,0.29,501,435,16
2872,10-000429,9.651,-56.559,10.05,0.17,482,145,16
2913,10-000470,10.806,-57.638,9.32,0.85,384,40,15
2924,10-000481,5.832,-56.387,9.13,0.4,498,492,15
2978,10-000535,10.08,-56.737,8.5,1.08,466,106,14
