Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
1893,07-000053,34.797,157.998,27.0,1.6,45,415,42
1920,07-000106,37.425,159.069,18.2,0.49,142,177,28
1922,07-000114,37.426,161.748,17.6,0.58,385,177,28
1924,07-000118,36.935,161.188,17.26,0.22,335,221,27
1934,07-000136,36.537,157.738,15.76,0.23,21,257,25
1970,07-000204,35.885,162.111,11.36,0.24,418,317,18
1982,07-000226,34.946,162.983,10.32,0.95,498,402,16
2004,07-000264,36.44,159.239,9.01,0.26,157,266,14
2014,07-000277,36.274,157.816,8.74,0.16,28,281,14
2019,07-000283,36.037,159.288,8.66,0.0,162,303,14
2024,07-000290,39.358,161.827,8.44,0.08,393,1,13
2036,07-000307,35.446,158.994,8.19,0.45,135,356,13
