Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
9739,17-000034,-28.476,-112.517,21.7,0.07,509,31,34
9740,17-000035,-28.556,-114.961,21.39,1.15,287,39,33
9897,17-000192,-28.912,-113.023,8.0,0.13,463,71,13
19275,25-000102,-32.359,-113.202,50.2,0.71,447,384,78
19284,25-000114,-33.478,-113.348,48.26,0.14,433,486,75
19303,25-000147,-33.725,-115.792,43.95,0.3,211,508,68
19315,25-000167,-31.139,-116.396,41.43,0.31,157,273,64
19324,25-000178,-31.258,-113.454,39.89,0.47,424,284,62
19333,25-000191,-33.577,-114.578,38.73,0.04,322,495,60
19342,25-000207,-31.728,-116.514,36.71,0.25,146,327,57
19344,25-000209,-33.247,-115.006,36.53,0.09,283,465,57
19363,25-000258,-31.267,-114.691,31.91,1.29,311,285,50
19569,25-000739,-30.1,-116.752,15.36,1.11,124,179,24
19597,25-000802,-31.621,-113.13,14.55,0.08,453,317,23
19623,25-000857,-32.409,-117.824,13.79,1.19,27,389,22
19642,25-000912,-31.622,-116.124,13.08,0.26,181,317,21
19646,25-000920,-33.307,-113.061,13.03,0.16,460,470,21
19671,25-000985,-33.467,-116.532,12.36,0.21,144,485,20
19688,25-001027,-31.979,-116.546,11.95,1.56,143,350,19
19767,25-001181,-31.482,-117.353,10.09,0.22,70,304,16
19795,25-001241,-31.417,-113.0,9.66,0.18,465,299,15
19897,25-001451,-32.089,-116.205,8.19,0.63,174,360,13
