Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
15306,22-000077,-8.484,102.061,54.73,0.24,73,259,85
15412,22-000183,-6.112,105.039,35.45,0.47,344,44,55
15473,22-000244,-6.742,101.551,29.72,0.49,27,101,46
15492,22-000263,-10.022,104.249,28.58,0.59,272,399,44
15496,22-000267,-9.344,104.771,28.39,0.02,319,337,44
15508,22-000279,-6.613,102.642,27.89,0.73,126,89,43
15517,22-000288,-9.61,104.731,27.27,0.7,316,362,42
15668,22-000439,-7.138,101.709,21.4,0.52,41,137,33
15680,22-000451,-10.262,104.283,21.07,0.58,275,421,33
15693,22-000464,-10.135,106.126,20.7,0.43,442,409,32
15757,22-000528,-6.392,101.734,18.8,0.49,43,69,29
15773,22-000544,-8.622,105.864,18.45,0.03,419,272,29
15993,22-000764,-6.22,103.014,14.62,0.0,160,54,23
15997,22-000768,-6.352,101.85,14.59,0.43,54,66,23
16048,22-000819,-9.272,106.234,13.85,0.42,452,331,22
16076,22-000847,-6.081,105.901,13.5,0.16,422,41,21
16100,22-000871,-6.132,102.454,13.23,0.99,109,46,21
16205,22-000976,-10.287,105.933,11.99,0.79,425,423,19
16235,22-001006,-9.969,106.309,11.77,0.28,459,394,19
16243,22-001014,-7.322,105.315,11.71,1.12,369,154,19
16274,22-001045,-8.939,101.658,11.42,0.17,37,301,18
16301,22-001072,-10.626,106.752,11.16,0.0,499,454,18
16310,22-001081,-8.002,102.796,11.09,0.1,140,215,18
16369,22-001140,-7.404,102.715,10.46,0.22,133,161,17
16446,22-001217,-6.373,105.781,9.9,0.74,411,67,16
16503,22-001274,-10.505,105.623,9.53,0.89,397,443,15
16548,22-001319,-9.15,104.818,9.1,0.04,324,320,14
16550,22-001321,-5.633,102.569,9.09,0.15,119,0,14
16564,22-001335,-7.608,101.862,9.01,0.29,55,180,14
16631,22-001402,-6.938,104.003,8.59,0.92,250,119,14
16660,22-001431,-10.434,105.493,8.44,0.55,385,436,13
16723,22-001494,-9.148,101.56,8.13,0.78,28,320,13
