Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
2457,10-000014,11.588,-57.938,65.46,0.24,357,480,101
2463,10-000020,15.043,-59.491,58.41,0.07,216,166,90
2465,10-000022,14.536,-57.045,57.03,0.23,438,212,88
2468,10-000025,13.775,-58.57,54.93,0.0,300,281,85
2471,10-000028,14.207,-57.214,52.69,0.0,423,242,82
2483,10-000040,16.701,-59.875,44.85,0.1,181,15,69
2535,10-000092,14.077,-59.54,30.74,0.01,212,254,48
2539,10-000096,11.859,-61.524,30.25,1.36,31,455,47
2563,10-000120,16.226,-59.785,25.53,1.23,189,58,40
2655,10-000212,14.39,-61.683,17.83,0.02,17,225,28
2695,10-000252,13.739,-61.313,15.4,0.98,51,284,24
2722,10-000279,11.941,-59.229,14.49,0.86,240,448,23
2792,10-000349,12.17,-58.2,11.96,0.0,333,427,19
2820,10-000377,11.797,-56.28,11.31,0.35,508,461,18
2845,10-000402,14.811,-60.195,10.53,0.79,152,187,17
2869,10-000426,11.431,-58.519,10.08,0.85,304,494,16
2876,10-000433,14.176,-56.605,9.98,0.82,478,245,16
2911,10-000468,12.63,-60.681,9.4,0.81,108,385,15
2915,10-000472,13.913,-59.93,9.22,0.78,176,269,15
2926,10-000483,13.054,-57.408,9.11,0.39,405,347,15
3002,10-000559,14.156,-59.483,8.27,0.76,217,247,13
