Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
5973,13-000027,14.339,45.163,89.53,0.96,14,230,138
5981,13-000035,14.857,46.801,80.17,0.95,163,183,124
6073,13-000127,12.179,48.185,44.01,0.03,289,426,68
6139,13-000193,14.198,46.871,34.31,0.0,169,243,53
6165,13-000219,14.294,48.092,32.22,0.3,280,234,50
6210,13-000264,15.22,47.637,28.21,0.18,239,150,44
6319,13-000373,15.721,45.67,20.91,0.96,60,104,33
6330,13-000384,12.577,49.641,20.43,0.17,421,390,32
6336,13-000390,15.075,47.659,20.22,0.22,241,163,32
6343,13-000397,12.74,45.78,19.72,0.22,70,375,31
6354,13-000408,15.014,46.41,19.32,0.22,128,169,30
6356,13-000410,13.156,46.82,19.27,0.04,165,337,30
6403,13-000457,15.998,47.297,17.69,0.99,208,79,28
6494,13-000548,14.836,48.505,15.48,0.79,318,185,24
6508,13-000562,14.652,46.666,15.19,0.87,151,201,24
6539,13-000593,14.73,50.134,14.56,0.84,466,194,23
6545,13-000599,16.094,45.722,14.32,0.32,65,70,23
6550,13-000604,13.971,47.664,14.18,0.28,242,263,22
6558,13-000612,13.891,47.934,14.01,0.17,266,271,22
6563,13-000617,15.011,49.985,13.91,0.36,452,169,22
6585,13-000639,15.499,45.812,13.49,0.68,73,125,21
6638,13-000692,12.621,50.349,12.81,0.16,485,386,20
6642,13-000696,11.98,49.863,12.72,0.39,441,444,20
6660,13-000714,15.3,46.569,12.34,0.63,142,143,19
6690,13-000744,14.851,45.55,11.93,0.81,49,183,19
6721,13-000775,15.178,45.351,11.63,0.12,31,154,18
6774,13-000828,12.038,48.15,10.95,0.62,286,439,17
6855,13-000909,12.189,45.524,10.07,0.12,47,425,16
6857,13-000911,11.833,45.643,10.01,0.69,58,458,16
6868,13-000922,16.488,47.971,9.9,0.1,269,35,16
6907,13-000961,13.074,50.585,9.46,0.09,507,345,15
6932,13-000986,13.447,48.051,9.22,0.04,277,311,15
7041,13-001095,14.723,45.206,8.46,0.49,18,195,14
7067,13-001121,16.509,48.644,8.27,0.5,331,33,13
7080,13-001134,15.214,47.294,8.14,0.76,208,150,13
