Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
11855,20-000049,-19.904,8.884,73.97,1.17,296,275,114
11858,20-000052,-17.634,8.848,71.05,0.0,292,68,110
11898,20-000092,-18.266,8.748,57.6,1.62,283,126,89
11907,20-000101,-17.349,10.845,55.09,1.21,474,43,85
11910,20-000104,-20.602,9.523,53.83,1.09,354,338,83
11911,20-000105,-21.219,7.22,53.74,1.52,144,394,83
11924,20-000118,-17.351,7.4,52.28,1.39,161,43,81
11965,20-000159,-19.197,5.674,46.04,1.35,4,210,71
12005,20-000199,-21.973,7.249,40.7,1.12,147,463,63
12010,20-000204,-21.481,8.481,40.28,0.82,259,418,62
12051,20-000245,-17.935,7.062,37.1,0.21,130,96,58
12070,20-000264,-17.07,9.552,34.72,0.14,356,17,54
12082,20-000276,-21.322,6.078,33.75,0.06,41,403,52
12115,20-000309,-22.033,8.316,32.21,1.53,244,468,50
12131,20-000325,-21.768,8.748,31.44,1.84,283,444,49
12184,20-000378,-21.61,7.991,28.79,0.25,214,430,45
12196,20-000390,-18.777,9.612,28.28,0.19,362,172,44
12249,20-000443,-21.597,6.711,26.47,1.83,98,428,41
12311,20-000505,-17.347,8.246,24.67,0.67,238,42,38
12334,20-000528,-21.602,9.08,24.01,0.63,313,429,37
12378,20-000572,-20.152,6.751,22.45,1.49,102,297,35
12661,20-000855,-20.816,9.192,16.32,0.89,324,358,26
12687,20-000881,-21.459,9.183,15.96,1.29,323,416,25
12725,20-000919,-22.123,7.698,15.39,0.25,188,476,24
12734,20-000928,-21.66,10.166,15.29,1.23,412,434,24
12755,20-000949,-19.513,7.206,14.98,0.12,143,239,24
12762,20-000956,-16.965,7.91,14.92,0.5,207,8,23
12765,20-000959,-21.262,8.197,14.89,0.91,233,398,23
12887,20-001081,-20.097,9.058,13.38,1.11,311,292,21
12962,20-001156,-18.568,11.093,12.57,0.08,496,153,20
12977,20-001171,-22.289,8.47,12.37,0.98,258,491,20
12990,20-001184,-18.933,8.791,12.23,0.0,287,186,19
13129,20-001323,-16.904,10.448,10.87,0.95,438,2,17
13157,20-001351,-18.637,9.114,10.68,0.37,316,160,17
13183,20-001377,-17.942,9.41,10.52,0.22,343,96,17
13215,20-001409,-21.331,9.995,10.24,0.81,396,404,16
13267,20-001461,-21.729,10.017,9.8,0.0,398,440,16
13268,20-001462,-22.367,9.877,9.79,0.34,386,498,16
13288,20-001482,-17.308,6.942,9.66,0.54,119,39,15
13306,20-001500,-17.287,6.559,9.51,0.0,84,37,15
13307,20-001501,-21.383,9.785,9.51,0.0,377,409,15
13314,20-001508,-21.395,11.177,9.45,0.03,504,410,15
13327,20-001521,-19.891,9.43,9.38,0.95,345,273,15
13346,20-001540,-22.391,8.358,9.27,1.09,248,501,15
13420,20-001614,-21.667,6.758,8.84,0.62,102,435,14
