Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
11815,20-000009,-18.235,1.642,166.4,0.64,149,123,256
11821,20-000015,-21.513,2.946,114.73,0.3,267,421,177
11885,20-000079,-21.618,1.917,60.78,0.56,174,430,94
11960,20-000154,-20.686,0.97,46.53,0.66,88,346,72
12066,20-000260,-18.621,1.037,35.33,1.03,94,158,55
12139,20-000333,-20.946,5.539,30.8,0.9,503,369,48
12157,20-000351,-18.663,4.362,30.02,0.99,396,162,47
12166,20-000360,-20.337,3.247,29.52,0.28,294,314,46
12251,20-000445,-21.494,5.249,26.45,0.04,476,419,41
12293,20-000487,-17.986,1.262,25.22,0.11,114,100,39
12343,20-000537,-21.46,4.059,23.7,0.45,368,416,37
12344,20-000538,-19.478,5.068,23.68,0.83,460,236,37
12375,20-000569,-20.026,1.181,22.51,0.7,107,286,35
12426,20-000620,-19.113,5.36,21.25,1.26,486,203,33
12467,20-000661,-16.892,5.597,20.36,0.18,508,1,32
12472,20-000666,-21.772,1.014,20.2,1.3,92,444,32
12476,20-000670,-19.317,1.773,20.09,1.5,161,221,31
12592,20-000786,-18.125,0.49,17.84,0.59,44,113,28
12707,20-000901,-21.053,1.243,15.71,1.45,112,379,25
12711,20-000905,-20.956,5.062,15.63,0.45,459,370,25
12741,20-000935,-17.578,4.529,15.21,0.26,411,63,24
12751,20-000945,-21.028,0.912,15.04,0.71,82,377,24
12771,20-000965,-19.221,2.619,14.85,0.44,237,213,23
12794,20-000988,-17.241,2.687,14.63,0.14,244,33,23
12798,20-000992,-18.946,0.601,14.58,0.35,54,188,23
12904,20-001098,-20.681,3.694,13.21,0.21,335,345,21
12951,20-001145,-19.038,1.757,12.68,0.36,159,196,20
12996,20-001190,-17.84,5.04,12.17,0.91,457,87,19
13011,20-001205,-22.069,4.278,12.03,0.23,388,471,19
13036,20-001230,-18.01,3.866,11.79,0.17,351,103,19
13085,20-001279,-18.427,2.121,11.36,0.05,192,140,18
13113,20-001307,-18.07,1.619,11.05,0.08,147,108,17
13115,20-001309,-21.043,3.14,11.04,0.2,285,378,17
13147,20-001341,-22.139,5.082,10.75,0.36,461,478,17
13178,20-001372,-21.905,2.617,10.54,0.22,237,456,17
13223,20-001417,-18.134,2.224,10.18,1.13,202,114,16
13297,20-001491,-19.07,4.964,9.6,0.15,450,199,15
13313,20-001507,-18.768,3.865,9.47,0.75,351,171,15
13352,20-001546,-20.186,2.746,9.2,0.16,249,300,15
13359,20-001553,-17.838,0.805,9.17,1.05,73,87,15
13365,20-001559,-22.227,1.051,9.13,0.39,95,486,15
13426,20-001620,-18.591,0.206,8.81,0.13,18,155,14
13531,20-001725,-21.186,3.873,8.12,0.0,351,391,13
13552,20-001746,-20.258,1.856,8.03,0.84,168,307,13
