Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
13596,21-000038,-13.481,83.855,76.16,1.99,463,202,118
13610,21-000052,-13.204,83.508,69.42,0.0,432,177,107
13666,21-000108,-12.822,80.284,51.22,1.3,139,142,79
13681,21-000123,-14.954,81.854,49.26,1.67,281,336,76
13748,21-000190,-15.779,84.357,40.97,1.48,509,411,64
13775,21-000217,-14.14,81.85,37.73,1.13,281,262,59
13897,21-000339,-14.517,79.978,30.28,0.98,111,296,47
13924,21-000366,-12.945,83.02,28.77,0.93,387,153,45
13937,21-000379,-16.688,80.016,28.49,1.59,115,494,44
13945,21-000387,-15.166,84.086,28.01,0.97,484,355,44
14022,21-000464,-15.208,83.429,25.16,0.64,425,359,39
14026,21-000468,-12.656,83.532,25.07,1.43,434,127,39
14089,21-000531,-16.436,79.956,22.79,1.83,109,471,36
14167,21-000609,-15.898,82.305,20.92,0.43,322,422,33
14173,21-000615,-13.351,79.73,20.7,0.32,89,190,32
14174,21-000616,-12.219,81.709,20.7,0.68,268,88,32
14175,21-000617,-15.887,83.42,20.66,0.37,424,421,32
14247,21-000689,-13.741,79.424,18.78,0.62,61,226,29
14252,21-000694,-15.283,80.401,18.69,0.57,149,366,29
14254,21-000696,-15.189,83.01,18.63,1.37,386,357,29
14400,21-000842,-13.288,80.606,16.01,0.44,168,185,25
14456,21-000898,-15.614,79.261,15.25,0.29,46,396,24
14461,21-000903,-12.978,80.986,15.17,0.48,203,156,24
14475,21-000917,-12.843,81.036,15.01,0.48,207,144,24
14489,21-000931,-11.523,82.197,14.84,0.0,313,24,23
14490,21-000932,-11.475,82.322,14.81,0.43,324,20,23
14569,21-001011,-11.389,84.306,13.86,1.11,504,12,22
14598,21-001040,-12.707,82.804,13.48,0.2,368,132,21
14610,21-001052,-13.639,82.965,13.27,1.04,382,217,21
14616,21-001058,-16.28,82.761,13.19,1.17,364,456,21
14621,21-001063,-12.772,81.098,13.14,0.38,213,138,21
14639,21-001081,-16.107,82.649,12.92,0.2,354,441,20
14651,21-001093,-16.108,79.877,12.85,0.2,102,441,20
14677,21-001119,-12.688,82.51,12.61,0.08,341,130,20
14702,21-001144,-12.637,81.325,12.34,1.03,233,126,19
14752,21-001194,-14.68,78.995,11.8,0.39,22,311,19
14756,21-001198,-12.126,82.353,11.79,0.24,327,79,19
14758,21-001200,-11.881,84.114,11.77,0.19,487,57,19
14762,21-001204,-13.785,81.689,11.72,0.19,266,230,19
14818,21-001260,-14.475,83.625,11.14,0.35,442,292,18
14854,21-001296,-15.875,81.302,10.87,0.18,231,420,17
14876,21-001318,-11.649,83.312,10.68,0.15,414,36,17
14922,21-001364,-13.962,84.348,10.28,0.14,508,246,16
14938,21-001380,-13.505,80.891,10.16,0.23,194,204,16
14974,21-001416,-14.401,81.251,9.82,0.99,227,286,16
15020,21-001462,-14.132,82.673,9.45,0.84,356,261,15
15023,21-001465,-12.903,80.63,9.42,0.72,170,150,15
15048,21-001490,-13.411,79.373,9.25,0.13,56,196,15
15056,21-001498,-14.155,83.503,9.2,0.2,431,263,15
15068,21-001510,-14.415,84.034,9.1,0.84,480,287,14
15073,21-001515,-12.135,82.267,9.08,0.2,319,80,14
15101,21-001543,-14.726,79.541,8.86,0.15,71,315,14
15120,21-001562,-14.89,80.51,8.68,0.13,159,330,14
