Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
20763,27-000169,-38.032,9.648,46.77,1.88,365,388,72
20767,27-000173,-38.996,9.177,46.51,2.16,322,476,72
20787,27-000212,-36.183,5.994,43.15,0.3,33,221,67
20788,27-000213,-37.463,10.534,43.13,0.69,445,337,67
20792,27-000219,-38.121,5.775,42.09,2.3,13,397,65
20805,27-000242,-39.098,10.279,39.75,0.71,422,485,62
20815,27-000262,-34.126,10.464,38.32,0.26,439,34,59
20830,27-000283,-38.054,7.685,36.83,0.68,187,390,57
20873,27-000348,-34.221,5.905,32.12,0.79,25,42,50
20874,27-000350,-37.828,7.761,31.92,2.22,194,370,50
20963,27-000513,-36.694,7.816,24.27,0.89,199,267,38
21086,27-000719,-37.129,7.851,17.88,0.89,202,306,28
21091,27-000725,-36.438,8.427,17.83,0.8,254,244,28
21103,27-000740,-33.829,7.958,17.59,0.46,211,7,28
21130,27-000791,-35.934,10.979,16.64,0.75,486,198,26
21149,27-000812,-36.764,10.598,16.22,0.79,451,273,25
21168,27-000845,-35.276,8.039,15.55,0.52,219,138,24
21173,27-000856,-36.769,8.364,15.35,0.23,248,274,24
21221,27-000929,-36.915,8.574,14.22,0.22,267,287,22
21237,27-000964,-35.031,8.368,13.59,0.1,249,116,21
21245,27-000975,-36.289,8.564,13.48,0.19,266,230,21
21273,27-001018,-36.377,8.868,12.95,0.26,294,238,20
21296,27-001058,-37.975,6.575,12.41,0.11,86,383,20
21301,27-001070,-38.199,6.938,12.29,0.45,119,404,19
21344,27-001142,-36.113,6.689,11.43,0.28,96,214,18
21427,27-001278,-39.305,9.781,10.14,0.33,377,504,16
21439,27-001294,-35.271,10.157,9.9,0.47,411,138,16
21447,27-001310,-35.471,9.854,9.73,0.06,384,156,15
21492,27-001381,-34.399,8.358,9.26,0.21,248,58,15
21515,27-001423,-35.898,10.578,8.82,0.39,449,195,14
21540,27-001471,-35.111,7.244,8.5,0.59,147,123,14
21546,27-001481,-35.843,6.566,8.44,0.16,85,190,13
21560,27-001511,-35.2,8.933,8.18,0.0,300,131,13
