Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
5949,13-000003,22.762,65.482,181.31,2.41,327,487,279
5951,13-000005,26.419,62.953,127.78,1.78,97,154,197
5960,13-000014,25.946,66.896,100.69,0.63,456,197,155
6045,13-000099,26.013,62.339,52.38,1.79,42,191,81
6083,13-000137,27.708,67.212,42.29,1.09,484,37,66
6101,13-000155,28.033,61.954,39.32,0.55,7,8,61
6160,13-000214,27.835,63.053,32.71,0.9,107,26,51
6212,13-000266,26.674,66.093,28.02,0.71,383,131,44
6225,13-000279,27.973,66.488,26.7,0.74,419,13,42
6307,13-000361,27.996,63.455,21.85,0.49,143,11,34
6395,13-000449,26.602,65.862,17.97,0.71,362,138,28
6441,13-000495,25.735,64.943,16.82,0.77,278,217,26
6491,13-000545,26.179,64.479,15.57,0.0,236,176,24
6496,13-000550,26.099,64.628,15.43,0.22,250,184,24
6542,13-000596,26.949,65.043,14.42,0.34,287,106,23
6628,13-000682,26.084,64.904,12.92,0.14,275,185,20
6649,13-000703,26.828,62.775,12.59,0.82,81,117,20
6726,13-000780,26.305,64.569,11.58,0.22,244,165,18
6841,13-000895,26.332,64.025,10.17,0.79,195,162,16
6873,13-000927,27.441,65.836,9.86,0.17,359,62,16
6876,13-000930,27.388,66.359,9.84,0.15,407,66,16
6900,13-000954,27.088,61.945,9.63,0.49,6,94,15
6914,13-000968,25.188,64.016,9.36,0.33,194,266,15
6916,13-000970,26.604,64.653,9.34,0.65,252,138,15
6930,13-000984,27.67,65.461,9.24,0.56,325,41,15
6935,13-000989,23.557,63.295,9.22,0.67,128,414,15
6955,13-001009,24.221,66.153,9.07,0.74,388,354,14
6963,13-001017,27.447,65.659,9.02,0.05,343,61,14
7028,13-001082,23.916,63.849,8.56,0.55,179,382,14
