Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
18491,24-000305,-39.679,-139.473,35.16,0.64,104,27,55
18493,24-000313,-44.223,-137.708,34.77,0.45,264,440,54
18504,24-000332,-42.726,-139.674,33.68,0.68,86,304,52
18505,24-000335,-41.378,-137.016,33.54,0.9,327,181,52
18517,24-000363,-40.538,-138.952,32.51,0.9,151,105,51
18522,24-000373,-44.825,-137.08,32.05,0.81,322,495,50
18529,24-000392,-39.375,-138.859,31.34,0.33,160,0,49
18541,24-000410,-42.242,-137.544,30.7,1.0,279,260,48
18553,24-000443,-39.928,-138.789,28.87,0.8,166,50,45
18591,24-000518,-42.634,-135.778,26.04,0.83,440,296,41
18596,24-000527,-43.358,-136.098,25.71,0.15,411,361,40
18640,24-000622,-40.021,-139.856,23.08,0.34,69,58,36
18650,24-000637,-42.314,-139.172,22.65,0.1,131,266,35
18708,24-000779,-40.325,-138.567,19.17,0.21,186,86,30
18723,24-000804,-44.294,-139.652,18.74,0.38,88,446,29
18734,24-000835,-42.346,-136.987,18.14,1.09,330,269,28
18762,24-000891,-39.644,-139.981,17.12,0.17,58,24,27
18788,24-000954,-44.736,-135.583,16.09,0.3,458,487,25
18795,24-000966,-43.009,-137.128,15.95,0.32,317,330,25
18798,24-000974,-40.199,-139.639,15.84,0.56,89,74,25
18815,24-001012,-44.12,-139.379,15.26,0.57,113,431,24
18830,24-001037,-40.625,-138.235,14.99,0.14,217,113,24
18852,24-001082,-40.976,-139.429,14.36,0.24,108,145,23
18897,24-001184,-44.598,-140.159,13.05,0.19,42,474,21
18934,24-001269,-42.911,-138.142,12.31,0.0,225,321,19
18948,24-001299,-44.634,-140.605,12.04,0.33,1,477,19
18961,24-001340,-39.789,-136.822,11.69,0.28,345,37,18
18996,24-001414,-44.639,-137.444,10.99,0.46,288,478,17
19006,24-001431,-39.879,-140.528,10.87,0.26,8,45,17
19048,24-001520,-40.916,-139.654,10.23,0.13,88,139,16
19054,24-001535,-43.6,-139.095,10.14,0.1,138,383,16
19062,24-001557,-42.307,-140.33,9.96,0.25,26,266,16
19079,24-001594,-40.62,-138.404,9.7,0.23,201,113,15
19088,24-001614,-44.426,-139.068,9.58,0.14,141,458,15
19090,24-001616,-41.909,-135.395,9.57,0.07,475,230,15
19094,24-001624,-39.845,-135.241,9.51,0.2,489,42,15
19097,24-001629,-39.835,-135.502,9.47,0.16,465,41,15
19102,24-001640,-41.38,-136.257,9.41,0.17,396,182,15
19113,24-001667,-43.888,-137.438,9.19,0.92,289,409,15
19186,24-001810,-41.181,-135.765,8.43,0.11,441,164,13
19187,24-001811,-44.172,-135.087,8.43,0.12,503,435,13
19192,24-001822,-43.849,-135.468,8.38,0.11,468,406,13
19195,24-001831,-43.17,-140.183,8.34,0.3,40,344,13
19201,24-001841,-41.63,-136.826,8.28,0.47,345,204,13
