Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
22012,29-000001,-41.827,130.911,211.23,0.0,139,222,325
22019,29-000014,-44.085,132.034,89.62,0.58,241,427,138
22026,29-000034,-40.072,134.798,74.08,0.69,492,63,114
22031,29-000049,-40.857,134.429,64.29,1.52,459,134,99
22053,29-000079,-43.025,130.718,56.42,0.34,122,331,87
22096,29-000160,-40.367,132.495,44.86,1.96,283,90,70
22133,29-000234,-39.585,130.273,38.31,1.34,81,19,59
22148,29-000264,-42.145,131.366,36.34,2.11,180,251,56
22168,29-000304,-42.985,134.223,34.51,0.99,440,327,54
22171,29-000308,-41.67,130.91,34.23,1.14,139,208,53
22179,29-000323,-42.014,134.372,33.31,1.12,453,239,52
22207,29-000377,-40.401,130.437,30.3,0.39,96,93,47
22238,29-000445,-43.607,130.903,27.88,1.07,138,384,43
22289,29-000563,-44.294,130.065,24.65,0.87,62,446,38
22292,29-000567,-43.143,131.921,24.54,0.16,231,342,38
22298,29-000578,-43.94,131.639,24.18,0.22,205,414,38
22334,29-000659,-43.724,134.038,22.6,0.16,423,395,35
22335,29-000660,-43.87,131.095,22.57,0.61,156,408,35
22342,29-000675,-42.34,134.868,22.21,0.57,499,269,35
22468,29-000933,-41.221,129.435,17.67,0.73,5,167,28
22470,29-000937,-39.488,133.511,17.56,0.49,375,10,28
22485,29-000971,-42.659,130.056,16.98,0.37,61,298,27
22493,29-000985,-41.695,132.879,16.78,0.3,318,210,26
22505,29-001007,-40.439,131.045,16.52,0.28,151,96,26
22540,29-001070,-43.266,132.747,15.89,0.49,306,353,25
22579,29-001160,-39.933,129.793,14.67,0.31,37,50,23
22608,29-001217,-39.437,131.229,14.06,0.42,168,5,22
22709,29-001429,-40.415,132.547,12.15,0.53,288,94,19
22719,29-001462,-43.472,131.419,11.84,0.51,185,372,19
22729,29-001486,-39.832,130.688,11.64,0.1,119,41,18
22787,29-001609,-43.743,131.528,10.74,0.41,195,396,17
22892,29-001841,-41.469,132.59,9.29,0.04,292,190,15
22952,29-001945,-44.168,133.415,8.79,0.11,367,435,14
22967,29-001971,-44.765,131.929,8.66,0.0,232,489,14
23010,29-002064,-40.176,129.577,8.3,0.16,18,72,13
23011,29-002067,-44.822,134.308,8.28,0.05,448,494,13
23027,29-002096,-42.629,133.901,8.15,0.13,411,295,13
23045,29-002125,-42.651,133.43,8.03,0.24,368,297,13
