Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
13647,21-000089,-12.006,47.77,54.64,0.32,251,68,85
13685,21-000127,-12.095,46.915,49.21,1.03,173,76,76
13696,21-000138,-13.007,46.586,47.97,1.14,144,159,74
13705,21-000147,-16.764,47.791,46.81,1.28,253,500,73
13749,21-000191,-13.366,50.491,40.92,1.01,498,192,63
13784,21-000226,-12.53,47.451,37.01,0.68,222,116,57
13786,21-000228,-15.537,47.491,36.77,1.37,226,389,57
13801,21-000243,-12.887,48.722,36.14,0.61,338,148,56
13803,21-000245,-14.459,48.767,36.03,1.05,342,291,56
13927,21-000369,-15.755,50.025,28.71,0.48,456,409,45
13929,21-000371,-14.281,47.335,28.63,0.87,212,275,45
13962,21-000404,-14.236,45.984,26.96,0.63,89,271,42
13998,21-000440,-13.777,49.995,25.92,0.21,453,229,40
14001,21-000443,-11.259,45.168,25.75,0.88,15,0,40
14063,21-000505,-12.714,46.047,23.89,0.77,95,132,37
14096,21-000538,-16.209,45.852,22.64,0.44,77,450,35
14116,21-000558,-15.964,48.996,22.16,0.24,363,428,35
14165,21-000607,-13.86,48.727,20.92,0.7,338,237,33
14224,21-000666,-11.336,49.792,19.45,0.59,435,7,30
14260,21-000702,-12.288,45.727,18.45,0.45,66,94,29
14301,21-000743,-14.055,49.5,17.8,0.73,408,254,28
14469,21-000911,-15.392,49.577,15.1,1.19,415,376,24
14517,21-000959,-16.303,49.613,14.52,0.07,419,459,23
14563,21-001005,-15.665,45.649,13.91,1.23,58,401,22
14571,21-001013,-12.223,45.884,13.84,0.51,80,88,22
14577,21-001019,-12.505,49.735,13.73,1.23,430,114,22
14603,21-001045,-13.223,46.036,13.38,1.05,94,179,21
14690,21-001132,-12.21,48.242,12.46,0.19,294,87,20
14724,21-001166,-16.301,46.587,12.13,0.15,144,458,19
14750,21-001192,-15.784,49.21,11.82,0.98,382,411,19
14753,21-001195,-14.03,49.654,11.8,1.09,422,252,19
14773,21-001215,-15.485,49.705,11.59,0.0,427,384,18
14799,21-001241,-13.254,49.705,11.32,1.02,427,182,18
14810,21-001252,-15.221,45.026,11.23,0.2,2,360,18
14814,21-001256,-12.673,45.198,11.21,0.32,17,129,18
14840,21-001282,-15.539,50.172,10.97,0.66,469,389,17
14868,21-001310,-12.577,45.162,10.76,0.29,14,120,17
14874,21-001316,-16.458,45.61,10.69,0.14,55,473,17
14897,21-001339,-13.557,48.086,10.56,0.99,280,209,17
14923,21-001365,-15.6,48.374,10.28,0.39,306,395,16
14970,21-001412,-11.443,45.061,9.85,0.89,5,17,16
