Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
18356,24-000007,-41.636,-122.59,194.18,0.87,105,205,299
18364,24-000027,-44.332,-123.514,103.87,0.26,21,450,160
18392,24-000081,-43.583,-123.072,68.08,0.0,61,382,105
18607,24-000549,-43.588,-123.154,24.81,1.4,54,382,39
18643,24-000626,-40.365,-121.577,22.96,0.3,197,89,36
18705,24-000773,-44.052,-123.077,19.34,0.16,61,424,30
18755,24-000875,-42.332,-120.26,17.34,0.39,317,268,27
18891,24-001171,-40.658,-122.273,13.2,0.34,134,116,21
18916,24-001230,-43.532,-123.608,12.69,0.44,12,377,20
19064,24-001560,-43.597,-121.556,9.95,0.23,199,383,16
19151,24-001745,-42.271,-123.082,8.79,0.13,60,263,14
19181,24-001802,-42.186,-123.188,8.47,0.14,51,255,14
19202,24-001847,-40.077,-120.501,8.27,0.28,295,63,13
19313,25-000163,-43.228,-118.353,42.14,0.55,490,350,65
19328,25-000184,-42.038,-119.193,39.32,0.23,413,241,61
19341,25-000205,-41.834,-119.605,36.98,0.24,376,223,57
19488,25-000548,-42.367,-119.848,19.53,1.14,354,271,31
19788,25-001228,-44.121,-119.347,9.74,0.41,399,431,15
