Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
11863,20-000057,-13.601,36.335,69.63,0.5,234,213,108
11919,20-000113,-16.537,38.415,53.27,1.3,423,480,82
11954,20-000148,-16.858,34.292,47.85,1.96,49,509,74
12024,20-000218,-15.505,37.641,39.26,0.12,353,386,61
12055,20-000249,-15.997,33.904,36.43,0.38,13,431,57
12224,20-000418,-16.468,33.838,27.31,0.87,7,474,43
12233,20-000427,-16.631,38.756,27.0,1.95,454,488,42
12278,20-000472,-13.671,36.872,25.76,0.43,283,219,40
12376,20-000570,-16.566,34.927,22.51,0.6,106,482,35
12401,20-000595,-11.715,38.908,21.73,0.43,468,42,34
12429,20-000623,-11.522,37.32,21.2,0.05,324,24,33
12525,20-000719,-15.578,38.089,18.97,0.12,394,393,30
12591,20-000785,-12.115,33.81,17.86,0.43,5,78,28
12618,20-000812,-14.508,34.064,17.21,0.42,28,295,27
12669,20-000863,-12.525,36.021,16.27,0.09,206,115,26
12677,20-000871,-11.921,37.331,16.09,1.1,325,60,25
12732,20-000926,-15.157,34.25,15.31,0.52,45,354,24
12747,20-000941,-15.872,37.592,15.11,1.16,349,419,24
12793,20-000987,-12.227,35.028,14.64,0.44,116,88,23
12808,20-001002,-16.12,36.443,14.43,0.0,244,442,23
12819,20-001013,-15.147,36.279,14.31,0.31,229,354,23
12856,20-001050,-16.099,34.359,13.74,0.4,55,440,22
12917,20-001111,-16.032,38.907,13.11,0.4,468,434,21
13010,20-001204,-12.535,38.579,12.04,0.38,438,116,19
13067,20-001261,-13.68,37.221,11.56,0.17,315,220,18
13076,20-001270,-14.142,36.687,11.43,0.23,266,262,18
13117,20-001311,-14.24,38.827,11.04,1.05,461,271,17
13119,20-001313,-11.86,35.315,11.02,0.93,142,55,17
13153,20-001347,-12.907,35.859,10.7,0.19,191,150,17
13168,20-001362,-14.578,36.117,10.6,0.08,215,302,17
13173,20-001367,-15.761,38.455,10.59,0.15,427,409,17
13265,20-001459,-14.386,34.561,9.8,0.11,73,284,16
13302,20-001496,-16.104,37.799,9.56,0.12,367,440,15
13427,20-001621,-15.46,35.407,8.81,0.84,150,382,14
13428,20-001622,-16.704,38.306,8.8,0.59,413,495,14
13468,20-001662,-12.996,36.907,8.5,0.1,286,158,14
13491,20-001685,-14.626,37.512,8.39,0.8,341,306,13
13492,20-001686,-14.533,33.859,8.39,0.0,9,298,13
13497,20-001691,-16.444,38.48,8.35,0.45,429,471,13
13515,20-001709,-15.506,35.044,8.21,0.73,117,386,13
