Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
3029,11-000002,16.099,-12.95,148.78,2.21,356,70,229
3033,11-000006,16.378,-15.143,110.23,1.57,157,45,170
3048,11-000021,14.694,-13.35,87.88,1.83,320,198,136
3070,11-000043,16.281,-16.416,65.01,2.0,41,53,101
3118,11-000091,11.682,-12.09,49.54,0.21,434,471,77
3166,11-000139,12.998,-14.147,38.67,1.0,247,352,60
3212,11-000185,13.501,-14.996,34.63,1.12,170,306,54
3233,11-000206,13.504,-13.46,32.85,1.61,310,306,51
3281,11-000254,14.439,-14.812,28.57,1.58,187,221,44
3317,11-000290,15.876,-12.741,26.36,1.1,375,90,41
3328,11-000301,13.128,-15.856,25.59,0.87,92,340,40
3336,11-000309,14.198,-11.411,25.16,0.23,496,243,39
3338,11-000311,11.29,-16.549,25.13,1.13,29,507,39
3439,11-000412,16.585,-13.475,20.33,0.38,308,26,32
3450,11-000423,12.178,-16.595,20.01,0.98,25,426,31
3492,11-000465,15.661,-14.54,18.6,1.36,212,110,29
3493,11-000466,16.822,-14.336,18.57,0.42,230,4,29
3503,11-000476,16.417,-11.618,18.11,0.65,477,41,28
3512,11-000485,14.328,-12.673,17.73,1.07,381,231,28
3561,11-000534,11.787,-13.542,16.34,0.93,302,462,26
3645,11-000618,12.914,-15.789,14.64,0.69,98,359,23
3651,11-000624,15.086,-11.346,14.53,1.14,502,162,23
3691,11-000664,15.759,-15.703,13.67,1.03,106,101,22
3767,11-000740,14.682,-15.131,12.43,0.43,158,199,20
3778,11-000751,13.038,-13.982,12.22,0.7,262,348,19
3835,11-000808,12.764,-12.925,11.39,0.76,358,373,18
3838,11-000811,15.16,-13.31,11.3,0.0,323,155,18
3876,11-000849,13.192,-15.064,10.84,0.62,164,334,17
3905,11-000878,14.058,-14.349,10.43,0.6,229,255,17
3913,11-000886,14.828,-15.49,10.34,0.86,125,185,16
3964,11-000937,16.511,-12.196,9.83,0.64,425,33,16
3998,11-000971,12.389,-14.038,9.55,0.61,257,407,15
4036,11-001009,12.704,-16.474,9.23,0.25,36,378,15
4056,11-001029,12.656,-15.647,9.07,0.36,111,383,14
4089,11-001062,13.536,-15.898,8.87,0.43,88,303,14
