Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
1615,06-000002,41.912,69.94,124.51,0.09,221,280,192
1649,06-000056,44.933,69.874,27.29,1.0,215,6,42
1664,06-000085,42.6,71.725,21.51,0.27,383,218,34
1695,06-000129,43.044,71.426,16.49,0.21,356,177,26
1707,06-000151,41.143,72.754,14.77,0.33,477,350,23
1727,06-000178,41.832,70.002,13.44,0.13,227,287,21
1735,06-000186,41.62,73.057,13.09,0.13,504,307,21
1765,06-000231,44.002,71.931,10.89,0.22,402,90,17
1772,06-000242,42.283,67.716,10.77,0.66,19,246,17
1805,06-000288,40.41,69.628,9.57,0.19,193,416,15
1813,06-000299,43.303,71.188,9.31,0.16,335,154,15
1817,06-000306,40.79,71.105,9.1,0.23,327,382,14
1854,06-000362,43.779,70.001,8.25,0.06,227,110,13
1860,06-000369,42.643,69.452,8.09,0.12,177,214,13
1865,06-000374,40.368,68.911,8.04,0.15,128,420,13
