Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
15347,22-000118,-29.095,133.239,43.0,0.25,351,88,67
15353,22-000124,-28.97,134.097,41.43,1.08,428,76,64
15399,22-000170,-28.263,132.468,36.81,0.35,280,12,57
15414,22-000185,-29.713,131.181,35.24,0.15,164,144,55
15551,22-000322,-29.034,134.509,25.55,0.67,466,82,40
15563,22-000334,-29.563,131.463,24.92,1.49,189,130,39
15592,22-000363,-29.109,134.776,23.76,0.67,490,89,37
15615,22-000386,-29.23,134.367,23.05,0.57,453,100,36
15783,22-000554,-29.438,129.937,18.25,1.4,51,119,29
15985,22-000756,-28.421,129.617,14.67,0.25,21,26,23
16189,22-000960,-29.71,132.881,12.15,1.16,318,143,19
16379,22-001150,-29.293,132.881,10.41,0.08,318,106,17
16431,22-001202,-29.596,134.418,10.03,1.21,458,133,16
22025,29-000027,-31.296,133.078,80.9,1.92,336,288,125
22033,29-000051,-33.068,134.287,63.47,1.55,446,449,98
22063,29-000095,-32.903,132.381,53.62,2.12,273,434,83
22086,29-000136,-32.487,133.21,47.91,0.8,348,396,74
22125,29-000224,-32.18,132.423,38.98,1.28,276,368,60
22129,29-000230,-32.385,131.119,38.61,0.43,158,386,60
22130,29-000231,-33.38,129.493,38.59,1.17,10,477,60
22177,29-000321,-32.828,131.528,33.32,0.5,195,427,52
22192,29-000352,-33.311,131.456,31.5,0.76,189,471,49
22216,29-000397,-30.166,132.198,29.56,0.26,256,185,46
22224,29-000415,-31.155,130.537,28.94,0.97,105,275,45
22283,29-000553,-30.703,134.588,24.83,0.07,473,234,39
22324,29-000637,-30.308,132.773,23.09,0.85,308,198,36
22348,29-000688,-30.108,131.84,22.05,1.65,223,180,34
22432,29-000861,-31.526,131.458,18.93,0.34,189,308,30
22445,29-000889,-30.833,134.19,18.38,0.22,437,246,29
22574,29-001151,-31.703,131.58,14.84,1.1,200,325,23
22589,29-001179,-31.018,132.882,14.5,1.09,318,262,23
22607,29-001213,-32.095,133.3,14.08,0.66,356,360,22
22611,29-001226,-30.148,130.771,13.99,0.47,126,183,22
22624,29-001251,-30.193,133.281,13.74,0.53,354,187,22
22642,29-001286,-31.829,133.291,13.37,0.0,355,336,21
22680,29-001375,-32.629,131.163,12.55,0.93,162,409,20
22698,29-001411,-31.077,134.868,12.37,0.96,499,268,20
22736,29-001503,-32.941,129.513,11.47,0.2,12,437,18
22785,29-001604,-33.169,130.168,10.78,0.89,72,458,17
22801,29-001641,-30.026,130.183,10.59,0.88,73,172,17
22885,29-001827,-33.486,130.038,9.38,0.73,60,487,15
22891,29-001838,-32.38,130.075,9.31,0.19,63,386,15
22972,29-001985,-32.719,131.107,8.62,0.85,157,417,14
22978,29-001995,-30.101,129.56,8.58,0.3,16,179,14
23039,29-002114,-31.313,129.425,8.08,0.83,4,289,13
