Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
21575,28-000029,-38.624,112.92,68.12,2.39,38,442,105
21594,28-000083,-35.459,113.61,49.41,0.26,100,155,77
21628,28-000168,-37.572,112.992,36.14,0.17,44,347,56
21629,28-000169,-35.293,117.646,36.08,0.1,467,140,56
21642,28-000206,-35.557,115.49,32.71,1.77,271,164,51
21660,28-000261,-34.255,117.746,28.38,0.19,476,45,44
21668,28-000285,-35.912,113.606,26.66,0.48,100,196,42
21700,28-000367,-39.168,114.046,22.59,0.15,140,492,35
21721,28-000410,-35.558,114.307,20.6,0.22,164,164,32
21775,28-000542,-36.106,113.937,16.32,0.36,130,214,26
21781,28-000553,-36.271,117.667,15.92,1.0,469,229,25
21805,28-000616,-33.833,116.82,14.58,0.05,392,7,23
21812,28-000631,-34.218,114.201,14.22,0.27,154,42,22
21901,28-000847,-35.092,115.941,10.57,0.41,312,121,17
21908,28-000864,-36.644,117.106,10.36,0.3,418,262,16
21948,28-000954,-35.605,117.936,9.28,0.28,493,168,15
21951,28-000961,-34.471,114.917,9.27,0.26,219,65,15
21961,28-000997,-38.773,117.701,8.96,0.21,472,456,14
21974,28-001017,-37.904,113.758,8.74,0.16,114,377,14
