Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
4231,12-000027,9.235,5.901,91.07,0.23,25,183,141
4278,12-000074,8.757,11.159,62.34,1.49,502,226,96
4280,12-000076,9.961,8.245,60.43,2.27,238,117,93
4306,12-000102,10.794,9.194,53.46,1.7,324,41,83
4354,12-000150,7.26,6.904,45.88,1.54,116,362,71
4359,12-000155,6.901,10.223,45.42,1.36,417,395,70
4429,12-000225,8.862,6.552,39.76,0.08,84,216,62
4470,12-000266,8.188,8.733,36.83,1.54,282,278,57
4542,12-000338,6.099,8.952,31.91,1.87,302,467,50
4602,12-000398,9.722,7.646,28.43,0.65,183,138,44
4625,12-000421,9.389,7.122,27.38,0.71,135,169,43
4630,12-000426,8.34,9.802,27.03,0.3,379,264,42
4673,12-000469,10.911,7.25,25.59,0.53,147,30,40
4690,12-000486,9.278,8.738,25.15,0.43,282,179,39
4728,12-000524,8.16,5.656,23.52,0.54,2,280,37
4797,12-000593,7.466,10.023,21.37,1.74,399,343,33
4887,12-000683,10.57,5.65,19.3,0.09,2,61,30
4889,12-000685,8.537,9.657,19.24,0.83,366,246,30
4894,12-000690,9.007,8.041,19.19,0.45,219,203,30
4902,12-000698,6.908,10.716,19.1,0.51,462,394,30
4984,12-000780,6.54,5.72,17.55,0.2,8,427,27
4996,12-000792,10.723,6.318,17.24,0.07,62,47,27
5102,12-000898,6.662,8.097,15.41,0.53,224,416,24
5103,12-000899,9.33,9.787,15.41,0.27,378,174,24
5108,12-000904,5.922,7.71,15.33,0.12,189,484,24
5190,12-000986,7.035,11.128,14.13,0.22,499,382,22
5316,12-001112,6.273,10.565,12.46,0.81,448,452,20
5336,12-001132,10.491,10.03,12.25,0.21,400,68,19
5365,12-001161,10.298,10.298,12.01,1.13,424,86,19
5393,12-001189,6.364,5.83,11.7,0.21,18,443,18
5477,12-001273,6.034,7.699,11.04,0.08,188,473,17
5524,12-001320,9.803,9.05,10.64,0.28,311,131,17
5562,12-001358,6.989,8.38,10.33,0.14,250,387,16
5588,12-001384,7.455,8.821,10.15,0.22,290,344,16
5596,12-001392,6.609,10.57,10.1,0.87,449,421,16
5597,12-001393,7.031,6.248,10.09,0.11,56,383,16
5699,12-001495,5.805,5.645,9.37,0.83,1,494,15
5767,12-001563,11.005,9.183,8.94,0.63,323,22,14
5819,12-001615,6.389,7.03,8.72,0.35,127,441,14
5834,12-001630,8.575,10.209,8.63,0.13,416,243,14
5902,12-001698,7.392,10.699,8.18,0.74,460,350,13
5910,12-001706,7.795,9.043,8.15,0.25,310,313,13
5931,12-001727,7.968,5.897,8.06,0.11,24,298,13
5937,12-001733,8.678,10.517,8.02,0.83,444,233,13
