Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
10639,19-000201,-29.009,-36.351,33.6,1.37,274,80,52
10718,19-000280,-28.82,-38.318,28.7,0.98,96,63,45
10843,19-000405,-29.965,-35.953,22.56,0.76,310,167,35
10857,19-000419,-28.313,-33.868,21.92,0.69,500,17,34
10896,19-000458,-29.523,-37.373,20.8,1.41,181,127,32
10957,19-000519,-28.213,-37.51,19.26,0.66,169,7,30
10997,19-000559,-29.949,-34.767,18.11,0.35,418,165,28
11043,19-000605,-29.807,-34.688,16.82,1.04,425,152,26
11149,19-000711,-28.173,-34.291,14.75,0.19,461,4,23
11347,19-000909,-29.471,-33.891,11.76,0.38,498,122,19
11385,19-000947,-29.034,-34.223,11.24,0.36,468,82,18
11491,19-001053,-29.917,-37.651,10.1,0.0,156,162,16
11508,19-001070,-28.934,-35.946,10.0,0.0,311,73,16
11632,19-001194,-28.473,-38.748,9.11,0.68,56,31,15
11771,19-001333,-28.438,-38.63,8.19,0.7,67,28,13
19924,26-000013,-32.795,-35.96,104.69,2.09,310,424,162
19941,26-000051,-30.366,-36.408,60.14,1.61,269,203,93
20213,26-000541,-30.071,-36.046,19.25,0.44,302,176,30
20235,26-000582,-31.198,-34.115,18.16,0.4,477,279,28
20302,26-000696,-31.56,-33.77,15.5,0.35,509,312,24
