Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
2057,08-000012,4.437,-176.302,51.26,0.32,335,107,79
2070,08-000025,2.96,-178.496,45.35,0.16,136,242,70
2078,08-000033,3.568,-177.739,35.74,0.26,205,186,55
2081,08-000036,4.806,-178.861,34.58,0.28,103,74,54
2086,08-000041,0.97,-176.77,33.01,1.7,293,422,51
2088,08-000043,2.459,-177.492,32.75,0.31,227,287,51
2089,08-000044,3.444,-177.191,32.68,0.0,255,198,51
2091,08-000046,5.468,-179.882,32.48,0.2,10,14,50
2096,08-000051,4.684,-174.766,31.16,1.57,475,85,48
2102,08-000057,2.71,-176.41,28.86,0.18,326,264,45
2122,08-000077,5.23,-175.804,25.32,0.31,381,35,39
2134,08-000089,3.672,-177.966,22.05,0.34,184,177,34
2141,08-000096,2.865,-175.02,19.95,1.1,452,250,31
2144,08-000099,4.319,-178.26,19.79,0.35,158,118,31
2160,08-000115,5.272,-178.865,17.75,0.0,103,32,28
2175,08-000130,1.386,-176.557,15.27,1.0,312,385,24
2177,08-000132,1.976,-174.538,15.06,0.2,496,331,24
2182,08-000137,2.562,-176.257,14.59,0.12,340,278,23
2183,08-000138,4.371,-178.658,14.49,0.32,121,113,23
2216,08-000171,4.091,-177.64,12.58,0.22,214,139,20
2231,08-000186,4.692,-178.031,12.03,0.26,178,84,19
2234,08-000189,3.886,-177.738,11.73,0.33,205,157,19
2240,08-000195,3.195,-178.837,11.41,0.18,105,220,18
2241,08-000196,5.623,-178.827,11.29,0.2,106,0,18
2248,08-000203,5.599,-177.972,11.01,0.4,184,2,17
2274,08-000229,4.383,-178.539,9.97,0.19,132,112,16
2282,08-000237,1.764,-178.289,9.7,0.84,155,350,15
2283,08-000238,3.898,-179.042,9.69,0.09,87,156,15
2288,08-000243,1.874,-178.025,9.58,0.91,179,340,15
2299,08-000254,3.814,-175.7,9.37,0.53,390,164,15
2300,08-000255,3.452,-175.508,9.36,0.0,408,197,15
2343,08-000298,3.662,-179.061,8.18,0.0,85,178,13
2344,08-000299,3.852,-177.535,8.17,0.22,223,161,13
