Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
9957,18-000059,-15.524,-76.478,36.73,0.51,206,388,57
9971,18-000073,-13.82,-76.6,32.85,1.6,195,233,51
9984,18-000086,-15.541,-76.466,29.48,0.9,207,389,46
10015,18-000117,-15.29,-78.644,25.02,0.16,9,367,39
10040,18-000142,-15.575,-78.669,20.77,1.36,7,392,32
10076,18-000178,-13.06,-75.87,18.39,1.12,261,164,29
10143,18-000245,-15.941,-77.734,15.01,0.95,92,426,24
10267,18-000369,-11.944,-76.798,11.0,0.87,177,63,17
10270,18-000372,-15.206,-73.167,10.94,0.7,507,359,17
10290,18-000392,-12.924,-78.114,10.54,0.73,57,152,17
10350,18-000452,-12.899,-77.358,9.46,0.81,126,149,15
10383,18-000485,-12.576,-75.99,8.77,0.73,250,120,14
10390,18-000492,-12.635,-74.996,8.61,0.0,341,125,14
10394,18-000496,-13.242,-78.288,8.59,0.69,41,180,14
