Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
16759,23-000004,-5.367,137.811,154.08,4.72,255,487,238
17059,23-000304,-5.406,136.235,28.52,0.73,112,491,44
17083,23-000328,-4.359,135.688,27.42,0.3,62,395,43
17163,23-000408,-3.442,136.925,23.9,1.44,174,312,37
17209,23-000454,-3.147,137.927,21.96,1.51,265,285,34
17232,23-000477,-0.779,139.461,21.49,1.63,405,70,34
17334,23-000579,-0.911,136.58,18.83,1.32,143,82,29
17604,23-000849,-1.04,139.432,14.07,0.0,402,94,22
17702,23-000947,-5.461,140.441,12.86,1.08,494,496,20
17934,23-001179,-4.745,136.093,10.64,0.0,99,431,17
18177,23-001422,-3.519,139.199,8.86,0.56,381,319,14
18223,23-001468,-0.931,139.259,8.61,0.57,386,84,14
18262,23-001507,-0.365,139.739,8.42,0.91,430,33,13
