Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
5959,13-000013,0.504,67.006,100.72,0.43,466,465,155
5970,13-000024,1.708,62.931,90.97,0.14,95,355,140
6022,13-000076,0.04,63.321,59.76,1.05,131,507,92
6236,13-000290,0.786,64.32,25.91,0.17,222,439,40
6247,13-000301,0.909,62.286,25.34,0.31,37,428,39
6265,13-000319,3.039,62.682,24.34,0.03,73,234,38
6276,13-000330,3.035,64.62,23.86,0.08,249,235,37
6331,13-000385,2.294,64.825,20.34,1.16,267,302,32
6384,13-000438,3.811,66.73,18.24,0.04,441,164,29
6388,13-000442,1.617,61.976,18.07,0.41,9,364,28
6493,13-000547,2.85,62.14,15.53,0.86,24,252,24
6555,13-000609,1.163,63.78,14.06,0.89,173,405,22
6608,13-000662,2.753,63.702,13.15,0.72,165,260,21
6664,13-000718,1.071,63.263,12.26,0.09,126,413,19
6691,13-000745,0.313,66.037,11.93,0.95,378,482,19
6732,13-000786,4.438,66.035,11.5,0.8,377,107,18
6864,13-000918,0.975,67.208,9.92,0.86,484,422,16
6866,13-000920,0.156,63.719,9.9,0.86,167,496,16
