Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
22016,29-000009,-36.477,124.283,98.44,0.0,48,247,152
22075,29-000112,-34.898,127.266,51.23,1.5,319,104,79
22083,29-000132,-38.228,127.89,48.57,0.22,376,406,75
22126,29-000226,-38.698,128.049,38.89,0.75,390,449,60
22244,29-000457,-37.882,125.852,27.41,0.11,190,375,43
22271,29-000524,-35.726,129.145,25.47,0.16,490,179,40
22311,29-000610,-34.641,126.178,23.61,0.35,220,80,37
22349,29-000689,-36.749,124.616,22.01,0.05,78,272,34
22350,29-000690,-35.563,127.243,22.01,0.6,317,164,34
22386,29-000771,-39.176,125.726,20.32,0.59,179,492,32
22428,29-000853,-34.253,126.3,19.1,1.27,231,45,30
22500,29-000997,-38.499,129.018,16.68,0.0,478,431,26
22512,29-001020,-39.17,124.807,16.4,0.54,96,492,26
22522,29-001040,-35.145,125.554,16.19,0.44,163,126,25
22598,29-001200,-38.828,126.191,14.24,0.2,221,461,22
22602,29-001205,-39.131,127.76,14.18,0.51,364,488,22
22613,29-001232,-33.942,127.023,13.88,1.1,297,17,22
22622,29-001248,-35.103,126.785,13.75,0.88,275,122,22
22666,29-001336,-33.799,127.73,12.91,0.19,361,4,20
22667,29-001338,-34.455,129.168,12.9,1.14,492,64,20
22679,29-001374,-35.545,125.721,12.56,0.0,179,163,20
22682,29-001379,-35.275,125.971,12.52,0.24,201,138,20
22695,29-001405,-35.635,126.13,12.4,0.44,216,171,20
22727,29-001483,-38.31,124.982,11.67,0.46,111,414,18
22760,29-001557,-35.422,128.176,11.12,0.82,402,151,18
22779,29-001597,-36.972,126.078,10.83,0.77,211,292,17
22791,29-001614,-35.689,127.398,10.72,0.55,331,176,17
22794,29-001621,-39.304,128.019,10.69,0.27,387,504,17
22800,29-001640,-35.654,123.906,10.59,0.29,14,172,17
22808,29-001658,-37.301,125.841,10.45,0.02,189,322,17
22826,29-001695,-34.346,127.485,10.21,0.2,339,54,16
22831,29-001702,-38.863,127.568,10.17,0.18,346,464,16
22836,29-001715,-34.873,123.969,10.08,0.0,19,102,16
22846,29-001738,-34.579,123.965,9.94,0.26,19,75,16
22878,29-001817,-34.584,125.825,9.48,0.28,188,75,15
22896,29-001846,-38.155,125.682,9.27,0.4,175,400,15
22901,29-001858,-37.25,124.122,9.22,0.43,33,317,15
22959,29-001960,-34.473,126.779,8.72,0.18,275,65,14
22974,29-001988,-34.188,127.466,8.61,0.17,337,39,14
23008,29-002061,-38.909,126.674,8.32,0.31,265,468,13
23009,29-002063,-39.327,127.331,8.31,0.24,325,506,13
23048,29-002131,-37.004,129.093,8.0,0.32,485,295,13
