Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
10470,19-000032,-10.519,-28.238,75.44,0.0,500,444,117
10502,19-000064,-10.43,-29.227,61.27,2.45,410,436,95
10504,19-000066,-5.84,-31.645,60.6,2.29,191,19,94
10575,19-000137,-9.308,-31.196,42.21,2.25,232,334,65
10618,19-000180,-8.44,-29.604,36.32,1.52,376,255,56
10652,19-000214,-9.716,-31.864,32.68,2.01,171,371,51
10733,19-000295,-6.791,-29.35,27.94,0.99,399,105,43
10767,19-000329,-10.785,-30.175,25.95,0.87,324,468,40
10778,19-000340,-10.693,-28.875,25.53,1.04,442,460,40
11002,19-000564,-9.877,-30.645,18.03,0.85,282,386,28
11164,19-000726,-10.428,-33.548,14.42,1.14,18,436,23
11224,19-000786,-10.38,-29.645,13.42,0.0,372,431,21
11231,19-000793,-10.643,-29.74,13.32,0.27,364,455,21
11400,19-000962,-8.755,-28.199,11.09,1.13,504,284,18
11429,19-000991,-6.279,-28.793,10.84,0.0,450,59,17
11634,19-001196,-10.867,-31.784,9.1,0.84,178,476,14
