Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
5952,13-000006,26.086,56.732,124.39,1.62,43,185,192
5976,13-000030,23.759,58.008,82.96,0.61,159,396,128
5992,13-000046,26.059,57.495,70.87,1.32,113,187,110
6047,13-000101,26.05,57.016,52.16,2.56,69,188,81
6071,13-000125,22.946,56.262,44.26,0.15,1,470,69
6095,13-000149,23.009,61.295,40.78,0.19,458,464,63
6202,13-000256,26.107,61.688,28.86,1.77,494,183,45
6223,13-000277,24.442,58.892,26.94,1.33,240,334,42
6228,13-000282,27.131,60.622,26.58,0.4,397,90,41
6298,13-000352,27.238,60.217,22.64,0.51,360,80,35
6322,13-000376,26.012,59.067,20.76,0.76,255,191,32
6344,13-000398,27.323,61.428,19.66,0.44,470,72,31
6361,13-000415,27.79,60.319,19.05,0.75,369,30,30
6402,13-000456,27.496,60.574,17.71,0.38,392,57,28
6419,13-000473,27.204,61.226,17.3,0.91,452,83,27
6427,13-000481,27.047,57.838,17.17,0.22,144,97,27
6433,13-000487,26.164,61.076,16.98,0.29,438,178,27
6437,13-000491,25.124,60.147,16.88,0.53,354,272,26
6445,13-000499,27.847,61.5,16.8,0.42,476,25,26
6507,13-000561,22.823,57.673,15.19,0.57,129,481,24
6517,13-000571,27.113,57.414,15.11,0.16,105,91,24
6530,13-000584,25.386,61.725,14.69,0.34,497,248,23
6549,13-000603,26.53,58.614,14.25,0.22,214,144,22
6571,13-000625,24.452,60.163,13.77,0.41,355,333,22
6580,13-000634,27.549,60.391,13.58,0.7,376,52,21
6653,13-000707,28.031,60.862,12.53,0.78,418,8,20
6692,13-000746,27.146,57.087,11.93,0.65,76,88,19
6698,13-000752,27.665,60.544,11.89,0.19,390,41,19
6740,13-000794,28.041,57.305,11.46,0.68,95,7,18
6815,13-000869,27.45,58.321,10.43,0.11,188,61,17
6818,13-000872,25.403,61.184,10.42,0.23,448,247,17
6825,13-000879,25.912,59.973,10.37,0.0,338,201,16
6829,13-000883,25.105,56.928,10.27,0.82,61,274,16
6860,13-000914,26.479,59.511,9.99,0.47,296,149,16
6869,13-000923,25.023,57.779,9.9,0.2,138,281,16
6875,13-000929,27.984,60.745,9.85,0.57,408,12,16
6938,13-000992,25.548,60.118,9.19,0.0,351,234,15
6973,13-001027,26.811,60.895,8.95,0.61,421,119,14
6977,13-001031,22.975,57.976,8.93,0.0,156,467,14
7005,13-001059,25.491,56.803,8.71,0.26,50,239,14
7033,13-001087,27.51,59.52,8.52,0.21,297,55,14
7059,13-001113,25.781,60.256,8.33,0.62,363,212,13
7061,13-001115,24.22,56.345,8.3,0.49,8,354,13
7078,13-001132,27.513,59.529,8.16,0.19,297,55,13
