Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
19241,25-000036,-36.631,-81.373,78.52,0.0,272,261,121
19248,25-000054,-35.472,-79.578,69.2,2.38,435,156,107
19309,25-000155,-38.192,-79.52,42.85,0.4,441,403,66
19317,25-000169,-35.774,-79.23,41.34,0.0,467,183,64
19356,25-000239,-34.6,-78.787,33.88,1.18,507,77,53
19366,25-000264,-35.352,-81.361,31.49,0.31,273,145,49
19371,25-000276,-38.866,-80.021,30.93,0.23,395,464,48
19374,25-000280,-33.862,-79.778,30.76,0.43,417,10,48
19433,25-000417,-35.297,-80.123,23.29,0.0,386,140,36
19481,25-000530,-34.427,-83.558,20.12,1.28,74,61,31
19496,25-000571,-38.479,-79.763,18.8,0.97,418,429,29
19601,25-000808,-36.843,-80.177,14.45,0.45,381,280,23
19608,25-000825,-33.956,-79.994,14.28,0.0,397,18,22
19697,25-001038,-37.128,-83.935,11.83,0.45,39,306,19
19699,25-001042,-35.447,-82.087,11.8,0.6,207,154,19
19741,25-001129,-34.988,-81.078,10.64,0.51,299,112,17
19758,25-001168,-38.254,-81.635,10.23,0.31,248,409,16
19784,25-001221,-37.469,-78.866,9.79,0.32,500,337,16
19830,25-001309,-35.096,-80.928,9.16,0.43,313,122,15
19838,25-001329,-36.066,-81.728,9.03,0.0,240,210,14
19861,25-001380,-35.699,-82.349,8.66,0.49,184,177,14
19894,25-001444,-36.827,-83.213,8.22,0.37,105,279,13
