Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
748,05-000029,36.62,30.467,63.31,1.53,212,250,98
765,05-000049,35.06,29.552,51.55,0.79,129,391,80
768,05-000054,34.013,30.409,50.04,0.79,207,487,77
795,05-000085,36.201,33.63,42.44,0.62,500,288,66
803,05-000093,38.462,33.563,40.98,0.51,494,82,64
809,05-000099,37.376,31.325,40.38,1.21,290,181,63
818,05-000110,37.655,32.414,37.98,0.46,389,156,59
870,05-000168,38.698,28.945,30.84,0.78,74,61,48
875,05-000175,35.59,32.442,30.03,0.46,392,343,47
902,05-000205,35.17,30.302,27.7,0.33,197,382,43
960,05-000277,34.047,33.328,23.89,0.24,472,484,37
969,05-000288,34.36,29.923,23.52,0.41,163,455,37
984,05-000306,37.057,28.852,22.62,1.02,66,210,35
1027,05-000358,33.885,29.411,20.67,0.54,116,498,32
1050,05-000385,35.694,29.474,19.49,0.22,122,334,30
1117,05-000463,35.134,32.506,16.66,0.4,397,385,26
1128,05-000475,38.899,31.413,16.41,0.3,298,43,26
1138,05-000487,39.095,31.219,15.97,0.5,281,25,25
1180,05-000536,36.156,31.429,14.54,0.53,300,292,23
1205,05-000564,37.23,32.373,13.87,0.17,385,194,22
1211,05-000570,37.95,33.016,13.66,0.19,444,129,22
1241,05-000613,34.837,30.997,12.96,0.4,260,412,20
1267,05-000643,38.171,32.181,12.49,0.26,368,109,20
1320,05-000712,36.481,32.675,11.47,0.28,413,262,18
1342,05-000738,38.068,28.715,11.19,0.39,53,118,18
1394,05-000803,35.396,28.445,10.39,0.19,29,361,16
1429,05-000844,38.308,32.016,10.09,0.0,353,96,16
1493,05-000922,36.664,30.868,9.34,0.31,249,246,15
1505,05-000940,34.373,28.413,9.12,0.15,26,454,15
1521,05-000959,35.256,32.902,8.97,0.25,433,374,14
1542,05-000984,36.659,32.656,8.78,0.12,411,246,14
