Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
2477,10-000034,1.202,-48.385,48.94,1.15,203,401,76
2489,10-000046,1.5,-48.674,42.53,0.9,177,374,66
2508,10-000065,4.904,-47.432,37.45,1.4,290,65,58
2515,10-000072,3.259,-47.501,35.55,1.28,283,214,55
2520,10-000077,3.587,-47.259,34.02,1.26,305,185,53
2555,10-000112,0.095,-47.844,27.73,0.63,252,502,43
2561,10-000118,2.785,-45.139,25.96,0.93,498,257,40
2564,10-000121,5.396,-45.063,25.3,1.15,505,20,39
2565,10-000122,4.018,-47.589,25.24,0.43,275,145,39
2569,10-000126,3.606,-45.865,24.88,0.8,432,183,39
2594,10-000151,4.807,-47.699,22.27,0.92,265,74,35
2595,10-000152,3.838,-45.804,22.09,0.81,437,162,34
2600,10-000157,4.736,-47.893,21.8,0.7,248,80,34
2608,10-000165,1.943,-45.108,21.31,0.28,501,334,33
2645,10-000202,5.225,-46.335,18.44,0.62,389,36,29
2646,10-000203,1.725,-45.78,18.36,0.15,440,354,29
2670,10-000227,3.853,-45.608,16.61,0.38,455,160,26
2680,10-000237,0.925,-48.314,16.23,0.0,209,426,25
2689,10-000246,2.063,-46.905,15.94,1.04,337,323,25
2712,10-000269,2.002,-47.897,14.72,0.55,247,329,23
2742,10-000299,5.082,-49.365,13.56,0.09,114,49,21
2780,10-000337,3.172,-48.339,12.31,0.28,207,222,19
2793,10-000350,3.383,-48.09,11.85,0.97,230,203,19
2798,10-000355,4.21,-47.707,11.8,0.97,265,128,19
2823,10-000380,0.567,-49.836,11.19,0.1,71,459,18
2837,10-000394,3.274,-48.162,10.77,0.35,223,213,17
2844,10-000401,3.652,-48.058,10.54,0.83,233,179,17
2858,10-000415,5.197,-50.046,10.26,1.0,52,38,16
2874,10-000431,1.615,-45.739,10.02,0.43,443,364,16
2880,10-000437,4.098,-46.39,9.95,0.8,384,138,16
2885,10-000442,2.506,-46.237,9.86,0.9,398,283,16
2895,10-000452,5.093,-48.599,9.67,0.27,184,48,15
2921,10-000478,3.024,-47.808,9.16,0.87,255,236,15
2929,10-000486,0.493,-47.921,9.09,0.3,245,466,14
2935,10-000492,4.796,-50.067,9.02,0.47,50,75,14
2954,10-000511,2.601,-49.91,8.77,0.27,64,274,14
2965,10-000522,1.497,-50.401,8.65,0.25,20,375,14
2974,10-000531,4.093,-48.1,8.54,0.11,229,139,14
3010,10-000567,0.315,-48.966,8.18,0.41,150,482,13
3018,10-000575,0.953,-50.321,8.07,0.05,27,424,13
3020,10-000577,4.935,-48.447,8.04,0.35,197,62,13
