Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
16783,23-000028,-15.436,141.695,79.29,0.31,97,380,122
16786,23-000031,-13.988,142.587,78.08,1.14,178,248,121
16796,23-000041,-15.773,143.797,71.39,1.18,288,410,110
16811,23-000056,-13.96,144.419,62.84,1.25,344,246,97
16841,23-000086,-15.433,144.233,52.39,1.22,327,380,81
16853,23-000098,-13.473,142.219,48.02,1.2,144,201,74
16909,23-000154,-11.989,140.897,39.5,0.14,24,67,61
16995,23-000240,-16.013,142.008,32.65,0.46,125,432,51
17003,23-000248,-15.168,143.337,31.89,0.0,246,355,50
17027,23-000272,-11.753,144.056,29.96,0.9,311,45,47
17046,23-000291,-14.135,142.158,29.18,0.7,139,262,45
17047,23-000292,-16.047,143.119,29.14,1.0,226,435,45
17048,23-000293,-13.144,146.215,29.12,1.32,507,172,45
17074,23-000319,-11.85,142.977,27.7,0.46,213,54,43
17097,23-000342,-12.195,141.635,26.76,0.73,91,85,42
17130,23-000375,-15.721,144.778,25.13,0.75,377,406,39
17146,23-000391,-14.438,144.418,24.43,1.14,344,289,38
17346,23-000591,-12.42,140.83,18.57,0.5,18,106,29
17401,23-000646,-12.451,144.677,17.69,0.66,368,109,28
17479,23-000724,-11.553,143.164,16.04,0.19,230,27,25
17522,23-000767,-12.98,142.965,15.32,1.16,212,157,24
17578,23-000823,-14.651,141.839,14.41,0.13,110,308,23
17600,23-000845,-12.684,142.691,14.14,0.34,187,130,22
17614,23-000859,-15.727,140.958,13.94,0.84,30,406,22
17639,23-000884,-16.286,145.472,13.68,0.17,440,457,22
17658,23-000903,-15.496,142.072,13.35,0.79,131,385,21
17704,23-000949,-12.99,143.347,12.84,0.31,247,158,20
17724,23-000969,-12.03,143.92,12.62,0.44,299,70,20
17772,23-001017,-16.084,146.007,12.08,0.97,488,439,19
17796,23-001041,-12.426,141.367,11.77,0.34,67,106,19
17881,23-001126,-12.174,144.883,11.1,0.85,386,83,18
17899,23-001144,-12.564,144.883,10.97,0.33,386,119,17
17920,23-001165,-16.838,141.485,10.77,0.17,78,507,17
17927,23-001172,-13.883,143.481,10.67,0.2,259,239,17
17994,23-001239,-13.075,141.075,10.09,0.0,40,165,16
18020,23-001265,-13.34,143.208,9.89,0.21,234,189,16
18030,23-001275,-11.887,141.898,9.82,1.11,115,57,16
18038,23-001283,-14.33,145.22,9.77,0.31,417,279,16
18075,23-001320,-14.665,144.68,9.45,0.29,368,310,15
18085,23-001330,-14.836,144.948,9.4,0.84,392,325,15
18118,23-001363,-14.822,145.194,9.16,0.0,415,324,15
18128,23-001373,-16.392,145.934,9.09,0.29,482,467,14
18131,23-001376,-12.918,143.42,9.09,0.12,253,151,14
18132,23-001377,-14.255,144.135,9.09,0.64,318,272,14
18136,23-001381,-14.593,141.242,9.08,0.76,56,303,14
18192,23-001437,-11.867,145.379,8.76,0.3,431,56,14
18208,23-001453,-11.402,144.935,8.67,0.19,391,13,14
18221,23-001466,-16.247,143.641,8.61,0.41,273,453,14
18299,23-001544,-11.917,145.179,8.22,0.35,413,60,13
18315,23-001560,-12.798,140.631,8.15,0.22,0,140,13
