Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
3035,11-000008,16.954,-4.706,109.96,2.26,83,503,170
3069,11-000042,19.317,-0.989,65.02,0.34,421,289,101
3103,11-000076,18.236,-4.726,52.04,1.29,81,387,81
3128,11-000101,19.281,-1.877,46.64,1.35,340,292,72
3204,11-000177,18.991,-3.617,35.18,1.25,182,318,55
3246,11-000219,20.064,-0.178,31.39,1.45,494,221,49
3250,11-000223,18.847,-2.945,30.92,0.9,243,331,48
3256,11-000229,19.927,-3.865,30.51,0.69,159,233,47
3305,11-000278,20.926,-1.132,27.14,0.57,408,142,42
3323,11-000296,19.023,-4.58,26.15,1.38,94,315,41
3340,11-000313,20.319,-0.98,24.93,0.65,421,198,39
3355,11-000328,21.867,-0.352,24.09,1.21,479,57,38
3380,11-000353,21.516,-1.528,22.67,1.12,372,89,35
3387,11-000360,19.267,-3.028,22.26,1.14,235,293,35
3388,11-000361,22.179,-3.245,22.26,0.53,216,29,35
3404,11-000377,22.483,-0.7,21.52,0.11,447,1,34
3408,11-000381,19.727,-0.424,21.37,0.18,472,251,33
3431,11-000404,22.109,-3.055,20.67,0.91,233,35,32
3441,11-000414,19.631,-4.158,20.25,0.16,133,260,32
3455,11-000428,21.083,-5.305,19.88,1.16,29,128,31
3467,11-000440,21.244,-0.269,19.33,0.56,486,114,30
3548,11-000521,17.033,-1.948,16.67,1.11,334,496,26
3554,11-000527,19.765,-2.091,16.47,1.02,321,248,26
3580,11-000553,18.866,-3.37,16.07,1.33,204,330,25
3615,11-000588,18.348,-3.694,15.45,1.11,175,377,24
3625,11-000598,20.253,-3.695,15.17,0.5,175,204,24
3717,11-000690,21.284,-4.106,13.28,0.42,137,110,21
3729,11-000702,20.938,-1.391,13.14,0.26,384,141,21
3738,11-000711,20.779,-1.022,13.0,0.4,418,156,20
3761,11-000734,21.117,-3.406,12.53,0.08,201,125,20
3795,11-000768,18.837,-4.645,11.95,1.06,89,332,19
3866,11-000839,17.997,-1.647,10.92,0.15,361,409,17
3909,11-000882,22.046,-0.064,10.42,0.8,505,41,17
4058,11-001031,17.22,-0.17,9.06,0.63,495,479,14
4122,11-001095,19.905,-1.134,8.62,0.0,407,235,14
4123,11-001096,21.544,-3.959,8.61,0.54,151,86,14
