Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
3039,11-000012,12.931,-3.389,96.69,2.12,203,358,149
3066,11-000039,13.656,-0.683,66.22,2.01,448,292,102
3116,11-000089,16.706,-0.706,49.77,1.54,446,15,77
3122,11-000095,16.641,-2.696,48.81,1.18,266,21,76
3140,11-000113,12.453,-0.721,42.98,1.56,445,401,67
3189,11-000162,14.722,-1.308,35.98,0.82,392,195,56
3240,11-000213,15.432,-3.968,32.24,0.0,150,131,50
3251,11-000224,15.882,-0.179,30.9,1.45,494,90,48
3334,11-000307,14.441,-3.974,25.28,0.31,149,221,39
3371,11-000344,14.915,-0.029,23.14,0.17,508,178,36
3453,11-000426,11.408,-2.498,19.97,1.4,284,496,31
3459,11-000432,12.789,-1.671,19.73,0.42,359,371,31
3515,11-000488,11.668,-3.298,17.54,0.13,211,473,27
3525,11-000498,11.838,-3.029,17.34,1.14,235,457,27
3537,11-000510,12.383,-2.121,17.01,0.0,318,408,27
3617,11-000590,13.976,-4.835,15.4,1.12,71,263,24
3638,11-000611,11.636,-0.993,14.89,0.24,420,475,23
3661,11-000634,14.519,-3.832,14.41,0.35,162,214,23
3724,11-000697,16.454,-0.594,13.22,0.74,457,38,21
3793,11-000766,12.287,-1.713,11.99,0.67,355,416,19
3800,11-000773,16.636,-2.968,11.93,0.72,241,21,19
3824,11-000797,16.451,-0.026,11.58,0.8,508,38,18
3951,11-000924,15.228,-4.438,9.94,0.94,107,149,16
3962,11-000935,12.33,-4.911,9.85,0.23,64,412,16
3994,11-000967,12.706,-1.347,9.57,0.07,388,378,15
4023,11-000996,12.98,-0.632,9.34,0.85,453,353,15
4047,11-001020,16.734,-5.48,9.16,0.63,13,12,15
4065,11-001038,14.626,-2.46,9.04,0.82,287,204,14
4073,11-001046,14.549,-0.634,8.99,0.15,453,211,14
4101,11-001074,13.827,-2.719,8.78,0.76,263,276,14
4149,11-001122,14.78,-1.622,8.45,0.79,363,190,13
