Unnamed: 0,id,lat,lon,diam,depth,pixel_x,pixel_y,lato_bb
11834,20-000028,-13.764,28.188,88.99,1.6,5,228,137
11883,20-000077,-13.618,29.224,61.78,0.44,99,215,96
11896,20-000090,-13.342,28.299,58.72,0.0,15,190,91
11914,20-000108,-12.24,28.972,53.6,0.25,76,89,83
11922,20-000116,-16.704,30.529,52.91,1.02,218,495,82
11969,20-000163,-13.298,31.251,45.32,2.16,283,186,70
12028,20-000222,-16.747,28.912,38.75,0.78,71,499,60
12108,20-000302,-12.172,30.343,32.7,0.09,201,83,51
12120,20-000314,-13.101,32.824,31.84,0.29,426,168,49
12159,20-000353,-11.481,28.661,29.86,0.57,48,20,46
12206,20-000400,-16.311,32.926,27.85,0.45,436,459,43
12292,20-000486,-11.979,28.619,25.23,0.36,44,66,39
12369,20-000563,-16.375,30.619,22.77,0.73,226,465,36
12371,20-000565,-12.085,30.646,22.7,0.07,229,75,35
12392,20-000586,-16.16,31.08,21.87,0.49,268,446,34
12470,20-000664,-11.593,33.327,20.22,0.5,472,31,32
12477,20-000671,-15.343,29.237,20.08,0.54,101,371,31
12541,20-000735,-11.446,30.377,18.77,1.12,204,17,29
12573,20-000767,-12.728,32.727,18.21,0.28,418,134,29
12624,20-000818,-11.853,32.146,17.0,0.05,365,54,27
12631,20-000825,-15.316,33.461,16.9,0.46,484,369,26
12706,20-000900,-12.187,28.331,15.71,1.05,18,85,25
12788,20-000982,-14.625,33.597,14.69,0.12,497,306,23
12801,20-000995,-13.029,28.468,14.5,1.31,31,161,23
12809,20-001003,-15.909,30.798,14.43,0.3,242,423,23
12824,20-001018,-14.323,31.096,14.21,0.91,269,279,22
12857,20-001051,-14.208,30.677,13.73,1.14,231,268,22
12862,20-001056,-13.187,33.391,13.64,0.2,478,175,21
12871,20-001065,-13.505,33.029,13.52,0.12,445,204,21
12876,20-001070,-15.997,32.94,13.45,0.45,437,431,21
12927,20-001121,-13.911,28.888,12.97,0.56,69,241,20
12938,20-001132,-14.35,29.127,12.83,0.27,91,281,20
13019,20-001213,-13.907,32.004,11.99,0.04,352,241,19
13025,20-001219,-14.779,29.936,11.9,1.04,164,320,19
13073,20-001267,-11.311,32.96,11.46,0.15,439,5,18
13098,20-001292,-12.206,33.153,11.2,0.3,456,86,18
13102,20-001296,-13.741,30.468,11.15,0.6,212,226,18
13177,20-001371,-14.04,28.983,10.56,0.27,77,253,17
13179,20-001373,-11.849,32.598,10.53,0.17,406,54,17
13203,20-001397,-15.757,33.179,10.39,1.29,459,409,16
13216,20-001410,-15.805,32.986,10.23,0.2,441,413,16
13248,20-001442,-13.747,28.537,9.98,1.09,37,226,16
13255,20-001449,-12.873,29.973,9.91,0.88,167,147,16
13368,20-001562,-12.655,32.983,9.12,0.19,441,127,15
13370,20-001564,-13.679,30.114,9.08,0.09,180,220,14
13392,20-001586,-15.11,32.211,8.98,0.07,371,350,14
13484,20-001678,-13.595,28.87,8.44,0.66,67,213,13
13496,20-001690,-15.084,31.049,8.35,0.08,265,348,13
13498,20-001692,-13.767,29.865,8.35,0.81,158,228,13
